SDF assignment March 2019, simulated position coordinate readings
LZF, 12 Mar 2019
time/s xMeas/m yMeas/m
775560 -5765.37 -5253.81
775620 -5756.96 -5249.58
775680 -5771.79 -5257.71
775740 -5770.33 -5250.70
775800 -5768.98 -5248.41
775860 -5768.13 -5257.73
775920 -5770.13 -5262.96
775980 -5771.58 -5255.25
776040 -5774.32 -5257.70
776100 -5770.94 -5262.36
776160 -5772.38 -5261.00
776220 -5767.26 -5264.95
776280 -5778.03 -5266.40
776340 -5772.38 -5263.20
776400 -5776.76 -5263.90
776460 -5772.75 -5263.93
776520 -5776.43 -5271.61
776580 -5779.16 -5268.11
776640 -5783.71 -5272.02
776700 -5776.68 -5271.68
776760 -5777.80 -5275.07
776820 -5771.47 -5280.81
776880 -5776.03 -5279.08
776940 -5779.74 -5285.66
777000 -5778.58 -5280.51
777060 -5780.12 -5283.05
777120 -5781.89 -5283.02
777180 -5791.11 -5280.59
777240 -5782.58 -5289.99
777300 -5785.67 -5295.52
777360 -5779.70 -5286.94
777420 -5778.15 -5289.38
777480 -5782.43 -5297.74
777540 -5786.82 -5290.50
777600 -5782.60 -5295.38
777660 -5781.07 -5307.27
777720 -5792.11 -5295.32
777780 -5787.86 -5294.53
777840 -5787.55 -5301.80
777900 -5786.99 -5298.53
777960 -5781.89 -5307.90
778020 -5791.97 -5309.61
778080 -5794.72 -5312.48
778140 -5791.36 -5308.77
778200 -5791.75 -5303.27
778260 -5784.71 -5317.66
778320 -5788.02 -5311.67
778380 -5787.70 -5321.93
778440 -5794.64 -5317.40
778500 -5788.59 -5322.70
778560 -5797.00 -5317.56
778620 -5791.53 -5320.77
778680 -5791.80 -5319.31
778740 -5798.76 -5319.23
778800 -5797.48 -5325.02
778860 -5796.88 -5329.97
778920 -5796.86 -5325.77
778980 -5792.06 -5339.13
779040 -5801.97 -5334.44
779100 -5794.52 -5330.94
779160 -5797.00 -5335.11
779220 -5802.61 -5340.77
779280 -5797.18 -5333.83
779340 -5802.86 -5342.06
779400 -5806.65 -5340.55
779460 -5802.00 -5344.62
779520 -5809.97 -5339.35
779580 -5803.52 -5344.90
779640 -5799.06 -5345.99
779700 -5805.44 -5346.33
779760 -5806.13 -5350.34
779820 -5805.77 -5352.78
779880 -5801.80 -5352.94
779940 -5804.19 -5350.88
780000 -5808.30 -5357.39
780060 -5803.84 -5355.14
780120 -5812.80 -5347.22
780180 -5813.84 -5367.95
780240 -5807.19 -5359.92
780300 -5812.61 -5359.15
780360 -5811.73 -5360.26
780420 -5809.68 -5362.04
780480 -5812.41 -5365.95
780540 -5813.31 -5364.81
780600 -5810.89 -5366.40
780660 -5814.39 -5369.26
780720 -5816.07 -5371.27
780780 -5817.01 -5373.63
780840 -5820.03 -5373.90
780900 -5814.74 -5373.44
780960 -5815.99 -5381.06
781020 -5818.81 -5375.71
781080 -5813.45 -5382.81
781140 -5823.15 -5386.52
781200 -5810.94 -5391.08
781260 -5823.23 -5390.11
781320 -5817.32 -5391.13
781380 -5812.80 -5388.04
781440 -5822.21 -5390.96
781500 -5810.12 -5384.96
781560 -5815.92 -5389.36
781620 -5811.69 -5392.25
781680 -5819.56 -5380.13
781740 -5818.00 -5395.85
781800 -5822.15 -5386.37
781860 -5818.12 -5387.85
781920 -5821.00 -5381.29
781980 -5808.75 -5391.41
782040 -5815.22 -5381.75
782100 -5814.20 -5384.11
782160 -5818.75 -5390.01
782220 -5813.88 -5383.49
782280 -5831.42 -5387.73
782340 -5822.32 -5386.03
782400 -5818.26 -5390.53
782460 -5827.29 -5390.46
782520 -5825.33 -5383.64
782580 -5816.13 -5389.13
782640 -5817.58 -5384.97
782700 -5815.72 -5395.20
782760 -5823.70 -5385.36
782820 -5824.29 -5376.68
782880 -5824.60 -5382.67
782940 -5831.19 -5384.22
783000 -5817.99 -5391.57
783060 -5821.37 -5391.61
783120 -5819.31 -5392.26
783180 -5823.74 -5390.75
783240 -5817.57 -5395.74
783300 -5819.26 -5386.83
783360 -5824.65 -5384.22
783420 -5815.75 -5389.17
783480 -5818.78 -5386.87
783540 -5817.81 -5385.15
783600 -5821.76 -5395.32
783660 -5826.68 -5380.50
783720 -5817.43 -5387.59
783780 -5816.98 -5388.48
783840 -5820.70 -5394.63
783900 -5819.58 -5384.68
783960 -5813.78 -5386.15
784020 -5829.63 -5392.32
784080 -5825.31 -5394.97
784140 -5817.42 -5386.24
784200 -5823.66 -5392.29
784260 -5816.27 -5394.03
784320 -5815.12 -5389.15
784380 -5822.91 -5389.80
784440 -5820.51 -5389.67
784500 -5824.96 -5394.10
784560 -5820.66 -5389.05
784620 -5819.39 -5391.00
784680 -5816.93 -5394.61
784740 -5824.99 -5388.87
784800 -5819.60 -5390.51
784860 -5823.73 -5378.75
784920 -5820.55 -5387.26
784980 -5821.84 -5382.19
785040 -5816.19 -5390.31
785100 -5823.05 -5391.76
785160 -5823.15 -5383.95
785220 -5813.20 -5385.10
785280 -5817.75 -5388.84
785340 -5823.79 -5385.58
785400 -5827.80 -5395.67
785460 -5821.31 -5388.70
785520 -5821.17 -5387.04
785580 -5822.71 -5388.49
785640 -5821.78 -5390.46
785700 -5812.72 -5394.81
785760 -5814.82 -5392.22
785820 -5816.46 -5383.37
785880 -5821.76 -5387.73
785940 -5819.21 -5390.54
786000 -5823.86 -5394.01
786060 -5819.36 -5388.08
786120 -5822.36 -5383.60
786180 -5824.85 -5390.02
786240 -5824.11 -5384.43
786300 -5826.15 -5395.58
786360 -5817.78 -5394.62
786420 -5829.94 -5385.20
786480 -5819.54 -5389.10
786540 -5815.01 -5390.90
786600 -5821.32 -5391.06
786660 -5823.64 -5392.05
786720 -5821.52 -5395.40
786780 -5814.63 -5388.88
786840 -5816.62 -5382.93
786900 -5815.61 -5389.00
786960 -5824.74 -5375.90
787020 -5817.76 -5391.66
787080 -5820.33 -5396.82
787140 -5814.26 -5393.29
787200 -5819.27 -5387.14
787260 -5815.44 -5388.60
787320 -5816.42 -5390.14
787380 -5823.05 -5390.72
787440 -5821.25 -5388.86
787500 -5817.65 -5388.39
787560 -5817.04 -5395.52
787620 -5809.23 -5386.51
787680 -5818.30 -5394.97
787740 -5816.49 -5393.91
787800 -5823.48 -5389.13
787860 -5831.09 -5393.96
787920 -5825.67 -5398.76
787980 -5824.63 -5396.30
788040 -5825.65 -5383.67
788100 -5832.15 -5394.61
788160 -5829.92 -5390.41
788220 -5829.18 -5406.24
788280 -5833.42 -5391.25
788340 -5835.59 -5399.12
788400 -5838.91 -5400.69
788460 -5830.90 -5395.98
788520 -5833.44 -5390.17
788580 -5840.82 -5388.99
788640 -5841.04 -5401.65
788700 -5849.45 -5402.07
788760 -5841.09 -5396.71
788820 -5850.26 -5405.22
788880 -5842.35 -5397.60
788940 -5845.17 -5399.93
789000 -5853.42 -5392.94
789060 -5854.58 -5395.28
789120 -5856.75 -5398.57
789180 -5849.81 -5390.77
789240 -5856.19 -5400.34
789300 -5863.50 -5396.40
789360 -5863.49 -5399.80
789420 -5860.91 -5393.31
789480 -5864.77 -5396.23
789540 -5862.41 -5390.03
789600 -5863.56 -5402.57
789660 -5857.09 -5399.14
789720 -5867.94 -5405.26
789780 -5867.81 -5406.63
789840 -5863.04 -5396.61
789900 -5879.08 -5410.12
789960 -5876.43 -5404.47
790020 -5870.72 -5400.48
790080 -5873.81 -5404.15
790140 -5880.85 -5391.05
790200 -5877.30 -5400.83
790260 -5878.20 -5401.20
790320 -5878.31 -5403.34
790380 -5880.92 -5401.75
790440 -5880.05 -5400.82
790500 -5888.02 -5407.64
790560 -5888.68 -5405.42
790620 -5889.30 -5404.81
790680 -5888.39 -5408.80
790740 -5891.04 -5410.03
790800 -5896.63 -5404.95
790860 -5884.94 -5402.62
790920 -5892.32 -5399.69
790980 -5902.49 -5407.81
791040 -5892.38 -5404.37
791100 -5897.07 -5402.02
791160 -5900.56 -5398.87
791220 -5899.83 -5405.53
791280 -5903.78 -5410.07
791340 -5894.37 -5411.22
791400 -5903.57 -5402.73
791460 -5905.63 -5408.60
791520 -5903.98 -5413.61
791580 -5904.08 -5403.04
791640 -5911.50 -5410.12
791700 -5910.62 -5406.50
791760 -5908.51 -5411.43
791820 -5909.97 -5408.11
791880 -5914.19 -5411.91
791940 -5920.78 -5414.14
792000 -5921.36 -5412.55
792060 -5923.05 -5415.38
792120 -5925.57 -5405.97
792180 -5926.57 -5411.97
792240 -5915.03 -5414.44
792300 -5929.35 -5405.75
792360 -5934.42 -5412.73
792420 -5928.20 -5403.93
792480 -5931.85 -5413.13
792540 -5929.69 -5420.06
792600 -5931.13 -5417.05
792660 -5931.88 -5418.74
792720 -5933.04 -5411.50
792780 -5934.94 -5410.98
792840 -5948.55 -5416.81
792900 -5939.48 -5419.66
792960 -5948.34 -5416.21
793020 -5942.41 -5407.93
793080 -5948.14 -5421.44
793140 -5941.90 -5421.85
793200 -5956.72 -5417.19
793260 -5951.95 -5415.51
793320 -5950.53 -5415.98
793380 -5954.63 -5418.11
793440 -5959.56 -5423.41
793500 -5956.66 -5420.26
793560 -5953.04 -5421.72
793620 -5964.49 -5420.17
793680 -5956.93 -5423.20
793740 -5957.72 -5412.12
793800 -5968.80 -5420.60
793860 -5957.60 -5421.35
793920 -5969.97 -5419.10
793980 -5970.10 -5416.82
794040 -5962.34 -5416.59
794100 -5968.70 -5422.94
794160 -5973.31 -5422.74
794220 -5972.33 -5425.49
794280 -5975.31 -5414.05
794340 -5980.43 -5421.84
794400 -5968.62 -5417.48
794460 -5974.66 -5421.25
794520 -5977.88 -5423.56
794580 -5981.81 -5428.53
794640 -5980.33 -5426.37
794700 -5992.73 -5420.60
794760 -5982.49 -5411.89
794820 -5983.27 -5415.53
794880 -5992.41 -5420.34
794940 -5989.89 -5424.89
795000 -5992.29 -5423.68
795060 -5993.58 -5419.92
795120 -5990.71 -5433.90
795180 -5996.78 -5421.15
795240 -6002.76 -5424.10
795300 -5995.83 -5426.71
795360 -5997.15 -5417.90
795420 -5999.28 -5425.51
795480 -6004.93 -5421.16
795540 -6007.74 -5426.45
795600 -6007.31 -5421.93
795660 -6008.28 -5428.53
795720 -6012.80 -5429.17
795780 -6005.39 -5433.41
795840 -6010.11 -5424.78
795900 -6014.62 -5424.11
795960 -6014.93 -5426.28
796020 -6012.43 -5426.07
796080 -6020.10 -5428.34
796140 -6018.55 -5431.69
796200 -6020.82 -5427.59
796260 -6022.06 -5425.37
796320 -6032.36 -5429.17
796380 -6023.92 -5429.13
796440 -6021.48 -5431.44
796500 -6024.55 -5426.18
796560 -6024.86 -5430.81
796620 -6037.49 -5428.91
796680 -6024.09 -5436.24
796740 -6032.05 -5433.87
796800 -6034.67 -5430.70
796860 -6038.42 -5435.74
796920 -6040.04 -5437.62
796980 -6031.61 -5434.33
797040 -6041.80 -5435.53
797100 -6040.46 -5425.82
797160 -6044.12 -5430.78
797220 -6042.66 -5423.37
797280 -6039.99 -5426.99
797340 -6043.10 -5433.20
797400 -6046.24 -5429.95
797460 -6042.28 -5428.82
797520 -6049.21 -5426.02
797580 -6043.95 -5430.50
797640 -6055.26 -5431.49
797700 -6048.72 -5427.38
797760 -6061.27 -5437.94
797820 -6051.13 -5425.80
797880 -6060.67 -5431.83
797940 -6055.59 -5425.48
798000 -6061.29 -5426.03
798060 -6065.89 -5430.09
798120 -6069.81 -5427.47
798180 -6056.44 -5426.33
798240 -6067.26 -5424.30
798300 -6062.42 -5422.51
798360 -6070.79 -5428.93
798420 -6074.55 -5424.01
798480 -6071.02 -5422.72
798540 -6069.59 -5427.77
798600 -6072.23 -5432.76
798660 -6071.07 -5424.76
798720 -6073.99 -5425.85
798780 -6072.38 -5434.44
798840 -6074.88 -5424.70
798900 -6076.58 -5424.12
798960 -6075.96 -5430.62
799020 -6084.02 -5434.78
799080 -6080.71 -5427.05
799140 -6087.88 -5427.95
799200 -6084.87 -5430.28
799260 -6089.97 -5432.75
799320 -6087.41 -5425.15
799380 -6091.44 -5424.94
799440 -6087.25 -5427.87
799500 -6093.81 -5426.86
799560 -6098.47 -5422.28
799620 -6103.28 -5410.95
799680 -6096.44 -5419.95
799740 -6100.31 -5425.93
799800 -6099.96 -5423.55
799860 -6101.55 -5427.03
799920 -6106.35 -5427.61
799980 -6101.98 -5425.01
800040 -6108.15 -5424.76
800100 -6109.43 -5430.50
800160 -6099.14 -5428.77
800220 -6109.45 -5427.79
800280 -6107.67 -5424.39
800340 -6110.22 -5419.66
800400 -6112.62 -5428.80
800460 -6117.02 -5422.16
800520 -6121.49 -5430.75
800580 -6107.04 -5424.04
800640 -6108.81 -5431.97
800700 -6109.92 -5422.78
800760 -6115.48 -5426.39
800820 -6105.81 -5430.26
800880 -6104.09 -5427.70
800940 -6099.68 -5430.65
801000 -6102.66 -5431.97
801060 -6107.86 -5430.79
801120 -6105.25 -5429.66
801180 -6100.14 -5434.73
801240 -6104.17 -5437.80
801300 -6096.79 -5435.49
801360 -6097.92 -5441.07
801420 -6095.12 -5432.60
801480 -6101.51 -5433.39
801540 -6094.38 -5432.85
801600 -6095.95 -5435.46
801660 -6092.48 -5439.56
801720 -6090.98 -5436.70
801780 -6092.05 -5440.22
801840 -6091.47 -5429.67
801900 -6091.73 -5442.41
801960 -6088.08 -5437.15
802020 -6088.31 -5445.05
802080 -6085.56 -5452.28
802140 -6087.73 -5440.02
802200 -6085.09 -5451.88
802260 -6086.38 -5442.54
802320 -6083.76 -5439.62
802380 -6080.13 -5441.37
802440 -6080.16 -5449.49
802500 -6077.89 -5447.93
802560 -6077.98 -5447.03
802620 -6072.62 -5442.22
802680 -6074.78 -5451.76
802740 -6082.80 -5446.03
802800 -6079.73 -5451.09
802860 -6072.03 -5443.44
802920 -6070.41 -5453.43
802980 -6074.76 -5447.52
803040 -6074.11 -5460.23
803100 -6066.34 -5452.07
803160 -6065.10 -5445.47
803220 -6066.43 -5453.40
803280 -6074.69 -5449.13
803340 -6066.83 -5457.27
803400 -6060.86 -5448.70
803460 -6059.17 -5453.61
803520 -6058.66 -5454.62
803580 -6064.95 -5458.33
803640 -6054.38 -5452.13
803700 -6060.72 -5457.40
803760 -6055.71 -5460.09
803820 -6057.60 -5459.71
803880 -6061.37 -5458.83
803940 -6058.05 -5466.67
804000 -6052.65 -5463.14
804060 -6050.25 -5464.60
804120 -6047.35 -5459.63
804180 -6045.73 -5466.31
804240 -6048.13 -5466.66
804300 -6050.98 -5469.40
804360 -6040.74 -5466.57
804420 -6047.34 -5465.58
804480 -6044.74 -5466.93
804540 -6036.35 -5464.66
804600 -6033.08 -5466.81
804660 -6041.65 -5465.07
804720 -6040.23 -5466.90
804780 -6033.98 -5464.14
804840 -6026.11 -5473.05
804900 -6038.42 -5472.13
804960 -6029.96 -5473.98
805020 -6037.07 -5467.90
805080 -6032.54 -5471.88
805140 -6033.26 -5471.80
805200 -6036.69 -5471.29
805260 -6026.72 -5479.83
805320 -6030.46 -5470.57
805380 -6032.95 -5474.17
805440 -6027.00 -5478.96
805500 -6031.92 -5480.01
805560 -6023.17 -5465.78
805620 -6027.17 -5474.97
805680 -6023.35 -5483.03
805740 -6020.51 -5478.40
805800 -6012.50 -5484.13
805860 -6011.75 -5478.83
805920 -6014.38 -5480.94
805980 -6017.90 -5487.85
806040 -6008.14 -5486.73
806100 -6010.03 -5481.89
806160 -6018.75 -5487.82
806220 -6013.05 -5480.86
806280 -6011.92 -5480.30
806340 -6007.45 -5479.91
806400 -6012.96 -5488.40
806460 -6004.58 -5493.12
806520 -6002.14 -5486.51
806580 -6009.13 -5486.38
806640 -6011.02 -5493.49
806700 -6003.11 -5487.32
806760 -6011.04 -5491.58
806820 -5996.77 -5497.44
806880 -5994.83 -5498.82
806940 -5994.40 -5491.06
807000 -5993.81 -5490.42
807060 -5996.00 -5501.69
807120 -6001.33 -5498.40
807180 -5993.33 -5492.80
807240 -5986.36 -5498.18
807300 -6002.03 -5498.72
807360 -5989.89 -5497.74
807420 -5985.79 -5500.36
807480 -5991.17 -5496.27
807540 -5985.48 -5495.89
807600 -5984.36 -5502.79
807660 -5994.19 -5498.38
807720 -5984.70 -5498.90
807780 -5982.09 -5499.16
807840 -5981.74 -5500.97
807900 -5991.16 -5506.36
807960 -5985.84 -5517.85
808020 -5975.72 -5506.52
808080 -5983.04 -5503.93
808140 -5975.71 -5502.06
808200 -5975.19 -5515.46
808260 -5983.52 -5509.61
808320 -5981.84 -5511.05
808380 -5977.20 -5511.30
808440 -5979.10 -5508.90
808500 -5968.15 -5511.19
808560 -5975.05 -5508.23
808620 -5966.92 -5508.69
808680 -5964.21 -5517.00
808740 -5972.12 -5511.31
808800 -5967.85 -5518.52
808860 -5963.41 -5508.76
808920 -5967.15 -5519.60
808980 -5959.47 -5516.51
809040 -5959.45 -5517.18
809100 -5956.64 -5521.42
809160 -5959.91 -5512.93
809220 -5958.83 -5516.66
809280 -5956.38 -5519.53
809340 -5956.81 -5518.58
809400 -5951.98 -5514.09
809460 -5943.69 -5517.79
809520 -5947.49 -5515.66
809580 -5952.29 -5521.63
809640 -5945.75 -5524.15
809700 -5953.91 -5526.67
809760 -5949.93 -5528.16
809820 -5945.88 -5521.59
809880 -5945.03 -5524.19
809940 -5947.87 -5520.01
810000 -5944.36 -5530.18
810060 -5946.76 -5528.42
810120 -5941.34 -5530.36
810180 -5946.62 -5526.98
810240 -5940.82 -5525.83
810300 -5943.79 -5526.54
810360 -5943.84 -5527.80
810420 -5930.83 -5531.27
810480 -5932.31 -5523.52
810540 -5928.02 -5534.02
810600 -5936.20 -5536.01
810660 -5935.50 -5530.47
810720 -5929.32 -5531.48
810780 -5929.50 -5536.86
810840 -5927.36 -5538.34
810900 -5937.26 -5534.22
810960 -5928.38 -5543.12
811020 -5933.32 -5539.51
811080 -5932.61 -5537.51
811140 -5930.30 -5543.83
811200 -5929.40 -5551.56
811260 -5925.10 -5551.73
811320 -5934.57 -5553.07
811380 -5937.83 -5554.76
811440 -5929.48 -5553.09
811500 -5938.44 -5558.61
811560 -5941.98 -5560.51
811620 -5933.11 -5564.28
811680 -5937.53 -5568.91
811740 -5934.70 -5558.47
811800 -5942.07 -5574.41
811860 -5935.18 -5571.46
811920 -5949.02 -5573.99
811980 -5949.01 -5575.23
812040 -5941.90 -5579.21
812100 -5944.42 -5579.77
812160 -5947.45 -5584.71
812220 -5952.29 -5585.05
812280 -5947.36 -5593.05
812340 -5949.53 -5587.34
812400 -5944.68 -5592.86
812460 -5956.65 -5600.64
812520 -5948.33 -5595.48
812580 -5951.24 -5605.99
812640 -5948.89 -5600.53
812700 -5949.78 -5601.42
812760 -5952.31 -5609.61
812820 -5951.96 -5614.18
812880 -5952.25 -5612.68
812940 -5960.97 -5614.15
813000 -5958.75 -5621.93
813060 -5960.93 -5614.14
813120 -5954.43 -5627.95
813180 -5961.25 -5622.75
813240 -5955.97 -5625.87
813300 -5964.25 -5625.62
813360 -5956.44 -5628.05
813420 -5960.07 -5626.67
813480 -5957.24 -5630.97
813540 -5965.38 -5642.41
813600 -5961.94 -5641.56
813660 -5968.78 -5638.44
813720 -5971.02 -5649.65
813780 -5963.21 -5647.43
813840 -5964.68 -5655.06
813900 -5961.30 -5649.69
813960 -5969.68 -5652.28
814020 -5973.86 -5662.84
814080 -5972.84 -5655.81
814140 -5977.55 -5662.30
814200 -5972.41 -5668.17
814260 -5967.74 -5664.48
814320 -5974.42 -5667.29
814380 -5974.94 -5668.00
814440 -5979.29 -5671.73
814500 -5970.90 -5676.59
814560 -5974.48 -5676.14
814620 -5978.33 -5681.22
814680 -5974.49 -5682.51
814740 -5974.36 -5685.62
814800 -5984.38 -5686.40
814860 -5979.36 -5686.59
814920 -5983.92 -5689.93
814980 -5989.27 -5687.53
815040 -5984.39 -5694.39
815100 -5981.15 -5687.63
815160 -5991.95 -5700.80
815220 -5975.41 -5705.22
815280 -5988.97 -5709.62
815340 -5986.05 -5712.49
815400 -5982.72 -5716.34
815460 -5989.18 -5716.57
815520 -5991.55 -5718.71
815580 -5991.75 -5714.80
815640 -5990.80 -5722.10
815700 -5992.76 -5720.34
815760 -5995.85 -5721.60
815820 -5991.08 -5731.22
815880 -5995.97 -5727.41
815940 -5997.32 -5733.62
816000 -5994.39 -5740.80
816060 -6002.10 -5728.29
816120 -5988.87 -5742.52
816180 -5997.51 -5749.55
816240 -5999.62 -5746.85
816300 -6008.25 -5747.66
816360 -6003.65 -5741.50
816420 -6001.72 -5754.43
816480 -5997.32 -5750.32
816540 -6009.74 -5755.99
816600 -6004.70 -5755.90
816660 -6008.52 -5742.74
816720 -6005.56 -5745.46
816780 -6006.74 -5745.76
816840 -6006.02 -5736.99
816900 -6003.49 -5734.82
816960 -6004.22 -5727.65
817020 -6006.08 -5731.55
817080 -6007.23 -5724.29
817140 -6009.25 -5723.07
817200 -6012.83 -5708.80
817260 -6009.23 -5708.84
817320 -6005.84 -5701.13
817380 -6007.62 -5700.41
817440 -6009.78 -5706.81
817500 -6007.01 -5699.82
817560 -6003.20 -5691.28
817620 -6016.91 -5688.20
817680 -6007.60 -5688.52
817740 -6008.78 -5680.78
817800 -6020.57 -5678.54
817860 -6010.14 -5676.95
817920 -6018.97 -5673.57
817980 -6012.57 -5667.92
818040 -6014.55 -5668.79
818100 -6011.89 -5663.56
818160 -6016.54 -5666.04
818220 -6017.19 -5658.61
818280 -6015.97 -5647.04
818340 -6013.48 -5647.45
818400 -6019.43 -5641.06
818460 -6013.33 -5642.69
818520 -6025.66 -5640.47
818580 -6018.38 -5634.14
818640 -6010.89 -5636.13
818700 -6021.34 -5632.79
818760 -6022.02 -5625.78
818820 -6019.93 -5613.54
818880 -6021.38 -5623.79
818940 -6023.32 -5613.46
819000 -6017.12 -5608.78
819060 -6019.72 -5614.98
819120 -6033.15 -5604.06
819180 -6020.58 -5605.76
819240 -6022.62 -5594.26
819300 -6019.96 -5593.82
819360 -6028.29 -5592.21
819420 -6023.04 -5594.44
819480 -6026.84 -5586.92
819540 -6028.31 -5589.86
819600 -6027.17 -5594.19
819660 -6017.66 -5582.81
819720 -6026.55 -5582.34
819780 -6023.96 -5587.31
819840 -6025.69 -5577.29
819900 -6025.92 -5586.67
819960 -6025.57 -5580.17
820020 -6030.00 -5575.37
820080 -6023.86 -5574.95
820140 -6024.22 -5576.76
820200 -6026.38 -5581.02
820260 -6026.72 -5564.08
820320 -6021.93 -5575.57
820380 -6021.66 -5574.66
820440 -6020.33 -5576.95
820500 -6017.59 -5578.34
820560 -6020.05 -5576.51
820620 -6025.29 -5573.99
820680 -6016.31 -5568.49
820740 -6008.55 -5566.17
820800 -6016.86 -5574.70
820860 -6013.92 -5571.46
820920 -6017.22 -5575.17
820980 -6014.54 -5566.65
821040 -6014.59 -5566.52
821100 -6016.02 -5559.99
821160 -6011.82 -5563.08
821220 -6009.32 -5560.90
821280 -6001.26 -5564.51
821340 -6003.25 -5576.88
821400 -6009.67 -5567.18
821460 -5998.80 -5567.29
821520 -6003.32 -5560.64
821580 -6003.33 -5562.71
821640 -6001.21 -5565.17
821700 -6011.97 -5563.45
821760 -5998.53 -5571.13
821820 -6003.61 -5568.86
821880 -5998.63 -5563.56
821940 -5992.07 -5564.61
822000 -5995.18 -5561.02
822060 -6009.11 -5559.21
822120 -5995.57 -5565.50
822180 -5985.64 -5559.70
822240 -5996.96 -5562.45
822300 -6000.38 -5558.55
822360 -5997.32 -5561.63
822420 -5993.91 -5563.24
822480 -5996.39 -5564.68
822540 -5991.61 -5566.69
822600 -5992.01 -5562.07
822660 -5990.73 -5562.11
822720 -5985.24 -5560.73
822780 -5981.25 -5558.71
822840 -5989.61 -5560.51
822900 -5991.93 -5565.84
822960 -5978.59 -5557.22
823020 -5980.26 -5563.16
823080 -5986.56 -5557.19
823140 -5985.14 -5556.21
823200 -5992.79 -5564.20
823260 -5987.60 -5557.75
823320 -5985.49 -5557.67
823380 -5976.06 -5569.28
823440 -5977.59 -5562.64
823500 -5986.50 -5568.05
823560 -5979.83 -5567.25
823620 -5980.19 -5569.67
823680 -5976.11 -5567.03
823740 -5981.29 -5578.62
823800 -5973.38 -5569.55
823860 -5979.45 -5570.69
823920 -5980.04 -5571.23
823980 -5978.51 -5582.87
824040 -5974.94 -5579.43
824100 -5975.88 -5577.64
824160 -5974.83 -5587.05
824220 -5967.54 -5581.00
824280 -5966.29 -5581.30
824340 -5968.47 -5587.31
824400 -5968.12 -5592.55
824460 -5973.01 -5594.83
824520 -5965.23 -5592.61
824580 -5971.04 -5590.62
824640 -5961.18 -5589.75
824700 -5969.88 -5594.45
824760 -5965.06 -5600.67
824820 -5965.32 -5593.70
824880 -5960.86 -5604.43
824940 -5964.35 -5594.66
825000 -5963.19 -5598.25
825060 -5962.88 -5596.74
825120 -5954.42 -5593.38
825180 -5962.05 -5604.23
825240 -5964.02 -5608.19
825300 -5962.74 -5600.59
825360 -5955.11 -5609.64
825420 -5960.29 -5602.27
825480 -5961.41 -5607.39
825540 -5953.69 -5616.43
825600 -5959.91 -5619.77
825660 -5968.46 -5618.46
825720 -5961.81 -5613.35
825780 -5964.17 -5626.44
825840 -5959.54 -5621.12
825900 -5950.86 -5632.78
825960 -5962.83 -5622.94
826020 -5964.77 -5630.63
826080 -5953.70 -5632.62
826140 -5964.40 -5629.60
826200 -5961.02 -5624.52
826260 -5960.06 -5626.09
826320 -5965.65 -5636.86
826380 -5953.55 -5634.45
826440 -5958.20 -5641.54
826500 -5960.45 -5631.95
826560 -5960.99 -5643.55
826620 -5964.35 -5631.96
826680 -5965.18 -5643.70
826740 -5956.00 -5638.12
826800 -5964.51 -5653.91
826860 -5956.81 -5651.60
826920 -5954.03 -5649.58
826980 -5963.20 -5643.98
827040 -5958.15 -5652.07
827100 -5954.75 -5653.55
827160 -5958.68 -5653.15
827220 -5960.06 -5656.74
827280 -5959.43 -5664.07
827340 -5965.84 -5660.40
827400 -5959.11 -5658.22
827460 -5955.26 -5662.11
827520 -5966.48 -5662.66
827580 -5959.85 -5662.75
827640 -5961.29 -5668.99
827700 -5953.59 -5670.04
827760 -5962.41 -5674.47
827820 -5957.14 -5668.50
827880 -5957.28 -5672.60
827940 -5957.82 -5675.73
828000 -5957.96 -5673.85
828060 -5952.01 -5677.58
828120 -5954.01 -5674.40
828180 -5964.22 -5678.49
828240 -5954.94 -5684.31
828300 -5959.65 -5688.04
828360 -5951.71 -5687.87
828420 -5949.62 -5690.63
828480 -5948.76 -5687.57
828540 -5956.10 -5695.91
828600 -5961.38 -5688.21
828660 -5954.64 -5697.29
828720 -5954.18 -5688.86
828780 -5961.69 -5697.33
828840 -5954.05 -5697.71
828900 -5957.82 -5703.36
828960 -5955.97 -5699.50
829020 -5952.25 -5703.02
829080 -5946.87 -5704.51
829140 -5957.10 -5699.64
829200 -5958.70 -5702.93
829260 -5952.34 -5709.43
829320 -5960.03 -5716.76
829380 -5955.68 -5715.95
829440 -5956.90 -5720.84
829500 -5945.60 -5711.54
829560 -5951.62 -5711.15
829620 -5951.65 -5719.34
829680 -5959.27 -5723.14
829740 -5951.61 -5719.75
829800 -5957.90 -5726.00
829860 -5955.17 -5721.72
829920 -5949.19 -5733.29
829980 -5949.71 -5729.53
830040 -5954.16 -5728.60
830100 -5951.96 -5733.34
830160 -5955.94 -5734.68
830220 -5952.49 -5734.40
830280 -5950.49 -5742.27
830340 -5954.23 -5737.73
830400 -5946.06 -5735.90
830460 -5942.62 -5749.47
830520 -5956.44 -5740.76
830580 -5956.52 -5736.82
830640 -5952.27 -5742.07
830700 -5947.21 -5747.17
830760 -5951.88 -5735.06
830820 -5950.18 -5738.06
830880 -5951.31 -5732.11
830940 -5947.58 -5738.40
831000 -5947.14 -5736.37
831060 -5949.30 -5743.69
831120 -5951.34 -5736.14
831180 -5948.23 -5740.57
831240 -5948.88 -5738.20
